MID,Title,Description,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore,PID,DID
360,About Time,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",2013,123,7.8,221600,15.29,55,455,D243
361,Step Brothers,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,2008,98,6.9,223065,100.47,51,456,D243
362,Clown,"A loving father finds a clown suit for his son's birthday party, only to realize that it is not a suit at all.",2014,100,5.7,14248,0.05,42,457,D244
363,Star Trek Into Darkness,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",2013,132,7.8,417663,228.76,72,458,D245
364,Zombieland,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",2009,88,7.7,409403,75.59,73,459,D245
365,"Hail, Caesar!",A Hollywood fixer in the 1950s works to keep the studio's stars in line.,2016,106,6.3,89059,30,72,460,D245
366,Slumdog Millionaire,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",2008,120,8,677044,141.32,86,461,D245
367,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",2012,115,5.5,194329,292.3,52,462,D246
368,American Wrestler: The Wizard,"In 1980, a teenage boy escapes the unrest in Iran only to face more hostility in America, due to the hostage crisis. Determined to fit in, he joins the school's floundering wrestling team.",2016,117,6.9,286,82.95637615,58.98504274,458,D247
369,The Amazing Spider-Man,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",2012,136,7,474320,262.03,66,463,D247
370,Ben-Hur,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption.",2016,123,5.7,28326,26.38,38,464,D248
371,Sleight,"A young street magician (Jacob Latimore) is left to care for his little sister after their parents passing, and turns to illegal activities to keep a roof over their heads. When he gets in ... See full summary »",2016,89,6,702,3.85,62,465,D249
372,The Maze Runner,"Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",2014,113,6.8,335531,102.41,57,466,D249
373,Criminal,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",2016,113,6.3,38430,14.27,36,467,D250
374,Wanted,"A frustrated office worker learns that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",2008,110,6.7,312495,134.57,64,468,D251
375,Florence Foster Jenkins,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",2016,111,6.9,31776,27.37,71,194,D252
376,Collide,"An American backpacker gets involved with a ring of drug smugglers as their driver, though he winds up on the run from his employers across Cologne high-speed Autobahn.",2016,99,5.7,7583,2.2,33,469,D253
377,Black Mass,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",2015,123,6.9,135706,62.56,68,470,D254
378,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015,133,7.6,175673,109.71,82,471,D221
379,Swiss Army Man,A hopeless man stranded on a deserted island befriends a dead body and together they go on a surreal journey to get home.,2016,97,7.1,61812,4.21,64,472,D255
380,The Expendables 3,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",2014,126,6.1,137568,39.29,35,330,D256
381,What We Do in the Shadows,"A documentary team films the lives of a group of vampires for a few months. The vampires share a house in Wellington, New Zealand. Turns out vampires have their own domestic problems too.",2014,86,7.6,84016,3.33,76,473,D257
382,Southpaw,Boxer Billy Hope turns to trainer Tick Wills to help him get his life back on track after losing his wife in a tragic accident and his daughter to child protection services.,2015,124,7.4,169083,52.42,57,474,D258
383,Hush,A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,2016,81,6.6,45867,82.95637615,67,475,D259
384,Bridge of Spies,"During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",2015,142,7.6,217938,72.31,81,150,D259
385,The Lego Movie,"An ordinary Lego construction worker, thought to be the prophesied 'Special', is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.",2014,100,7.8,266508,257.76,83,139,D260
386,Everest,"The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.",2015,121,7.1,154647,43.25,64,476,D261
387,Pixels,"When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.",2015,105,5.6,101092,78.75,27,477,D261
388,Robin Hood,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",2010,140,6.7,221117,105.22,53,478,D261
389,The Wolverine,"When Wolverine is summoned to Japan by an old acquaintance, he is embroiled in a conflict that forces him to confront his own demons.",2013,126,6.7,355362,132.55,60,479,D261
390,John Carter,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",2012,132,6.6,220667,73.06,51,480,D261
391,Keanu,"When an L.A. drug kingpin's kitten unexpectedly enters the life of two cousins, they will have to go through gangs, hitmen and drug dealers who claim him in order to get him back.",2016,100,6.3,31913,20.57,63,481,D221
392,The Gunman,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.",2015,115,5.8,31194,10.64,39,482,D262
393,Steve Jobs,"Steve Jobs takes us behind the scenes of the digital revolution, to paint a portrait of the man at its epicenter. The story unfolds backstage at three iconic product launches, ending in 1998 with the unveiling of the iMac.",2015,122,7.2,116112,17.75,82,483,D263
394,Whisky Galore,Scottish islanders try to plunder cases of whisky from a stranded ship.,2016,98,5,102,82.95637615,43,484,D264
395,Grown Ups 2,"After moving his family back to his hometown to be with his friends and their kids, Lenny finds out that between old bullies, new bullies, schizo bus drivers, drunk cops on skis, and 400 costumed party crashers sometimes crazy follows you.",2013,101,5.4,114482,133.67,19,485,D265
396,The Age of Adaline,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",2015,112,7.2,112288,42.48,51,486,D266
397,The Incredible Hulk,"Bruce Banner, a scientist on the run from the U.S. Government, must find a cure for the monster he emerges whenever he loses his temper.",2008,112,6.8,342355,134.52,61,487,D267
398,Couples Retreat,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional.",2009,113,5.5,86417,109.18,23,488,D268
399,Absolutely Anything,"A group of eccentric aliens confer a human being with the power to do absolutely anything, as an experiment.",2015,85,6,26587,82.95637615,31,489,D269
400,Magic Mike,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.",2012,110,6.1,113686,113.71,72,490,D270
401,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.",2015,91,6.4,159830,336.03,56,491,D271
